person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
-1.0337243041166562,-0.10805923933940136,3,2.639545020205914,4,3,2.3516909856076857,1.6271729954703957,2.648068594136857,1,-0.7304541845980991,1
-1.2233316251482071,-1.6611811748259395,2,0.08530661278486722,1,1,-1.444384512997151,0.04132622954021289,-0.6724458773054978,0,-0.999751869004188,0
-0.4649023410220027,-1.6611811748259395,0,-0.9901621903397838,3,2,-0.6723013607385403,0.6035219068064454,2.648068594136857,0,-0.7304541845980991,1
-0.844116983085105,0.09629891006672207,3,-0.18356058799629554,3,2,2.3516909856076857,1.3704478018054689,2.648068594136857,0,-0.999751869004188,1
-0.6545096620535539,-0.25268192968835024,3,0.8919082151283555,3,2,2.3516909856076857,1.0584779462126457,2.648068594136857,1,-0.46115650019201015,1
-1.2233316251482071,-1.6517492602379646,2,-0.721294989558621,5,0,-1.1870234622442808,-1.2585481687632163,0.7924869777425997,0,-0.999751869004188,1
-0.2752950199904516,0.4609996074684193,3,0.8919082151283555,1,1,2.3516909856076857,0.4572860369973099,2.648068594136857,0,-0.7304541845980991,1
-0.6545096620535539,0.5193517190526908,3,0.08530661278486722,3,1,2.3516909856076857,0.0315771715529368,2.6480685941368565,0,-0.46115650019201015,1
-0.6545096620535539,0.6464939276985928,3,0.8919082151283555,4,0,2.3516909856076857,-0.6866034335097073,2.4527442134637765,0,-0.999751869004188,1
-1.2233316251482071,-1.6486052887086395,2,0.35417381356603,5,3,-1.341440092696003,1.2112131880132986,-0.08647273528625882,0,-0.7304541845980991,1
-1.0337243041166562,0.7093733582850924,3,0.35417381356603,5,1,2.3516909856076857,-0.2088995921331976,2.355082023127237,0,-0.46115650019201015,1
-1.2233316251482071,-1.6486052887086395,2,-0.721294989558621,2,0,-0.8438753945737871,-0.7743449553951887,2.648068594136857,0,-0.999751869004188,1
-0.844116983085105,1.0237705112175899,3,-0.721294989558621,5,0,2.3516909856076857,-1.0115720330855644,1.9644332617810776,0,-0.999751869004188,1
-0.2752950199904516,1.4375171644767568,3,-0.18356058799629554,1,4,2.3516909856076857,2.3973485764651774,1.4761223100983785,0,-0.46115650019201015,1
-0.844116983085105,1.652564817082585,3,-0.721294989558621,1,0,2.3516909856076857,-1.0115720330855644,1.2807979294252987,0,-0.46115650019201015,0
-0.844116983085105,2.445851713361863,0,0.6230410143471927,0,1,2.3516909856076857,-0.11790838425195721,-1.063094638651657,0,-0.7304541845980991,0
-0.844116983085105,1.809763393548834,3,-1.2590293911209467,1,0,2.3516909856076857,-1.0115720330855644,1.1831357390887587,0,-0.46115650019201015,0
-0.844116983085105,0.9329411737353914,3,0.6230410143471927,3,5,2.3516909856076857,2.9335467657653416,1.4761223100983785,0,-0.46115650019201015,1
-0.844116983085105,1.5896853864960856,3,0.8919082151283555,0,3,2.3516909856076857,2.3518529725245574,1.3784601197618387,0,-0.46115650019201015,1
-0.6545096620535539,-1.6234535164740398,0,0.8919082151283555,1,1,-1.315703987620716,-0.00741906039616581,-0.08647273528625882,0,-0.999751869004188,1
-0.4649023410220027,2.445851713361863,3,-0.721294989558621,5,0,2.3516909856076857,-1.144809158911666,0.49950040673298013,0,-0.46115650019201015,0
-0.4649023410220027,2.3442385535340797,3,1.1607754159095183,4,4,2.3516909856076857,1.8708994451522887,0.7924869777425997,1,-0.999751869004188,0
-1.0337243041166562,0.08057905242009719,3,-0.18356058799629554,1,3,2.3516909856076857,2.1341240108087325,2.648068594136857,0,-0.46115650019201015,1
-0.6545096620535539,-1.6177943677212547,2,-1.2590293911209467,4,0,-1.3585974960795277,-1.2098028788268376,-0.2817971159593384,0,-0.7304541845980991,0
-1.0337243041166562,0.5521747818188436,3,-0.4524277887774583,4,3,2.3516909856076857,1.1462194680981268,2.4527442134637765,1,-0.46115650019201015,1
-0.6545096620535539,0.16691251061536103,3,0.8919082151283555,2,2,2.3516909856076857,0.5417778728870327,2.648068594136857,0,-0.7304541845980991,1
-1.2233316251482071,-1.6171655734153898,0,-0.4524277887774583,5,4,-0.8310073420361436,2.18611898674087,2.4527442134637765,1,-0.7304541845980991,1
-0.844116983085105,-1.6171655734153898,2,-1.2590293911209467,4,0,-1.3757548994630524,-0.5501166216878474,-0.3794593062958783,0,-0.7304541845980991,0
-0.6545096620535539,0.08057905242009719,3,0.35417381356603,2,1,2.3516909856076857,-0.332387659972023,2.648068594136857,0,-0.7304541845980991,1
-1.2233316251482071,-1.6049355241663157,1,0.08530661278486722,1,2,-0.9296624114914105,0.5937728488191699,1.7691088811079978,1,-0.999751869004188,1
-1.2233316251482071,-1.6008169214629,2,0.08530661278486722,3,1,-1.2728104791619042,0.0348268575486953,0.011189455050281107,0,-0.7304541845980991,1
-0.4649023410220027,1.809763393548834,3,-0.721294989558621,5,0,2.3516909856076857,-1.4275318405426618,0.9878113584156795,0,-0.999751869004188,0
-0.2752950199904516,1.0237705112175899,3,0.6230410143471927,2,2,2.3516909856076857,1.02598108625506,1.5737845004349185,1,-0.7304541845980991,1
-0.4649023410220027,2.445851713361863,3,-0.721294989558621,0,2,2.3516909856076857,0.9219911343907856,-0.8677702579785774,0,-0.7304541845980991,0
-0.2752950199904516,2.445851713361863,0,1.429642616690681,3,2,-0.2776810829174725,0.8050024385434772,-1.3560812096612767,0,-0.46115650019201015,0
-1.2233316251482071,-1.58572585812214,2,0.08530661278486722,1,0,-1.1870234622442808,-1.138309786920149,0.40183821639644024,0,-0.46115650019201015,1
-1.0337243041166562,-0.4538961075651487,3,-0.9901621903397838,1,4,2.3516909856076857,2.3973485764651774,2.648068594136857,0,-0.999751869004188,1
-0.6545096620535539,0.049139337126847434,3,0.8919082151283555,0,3,2.3516909856076857,1.1462194680981268,2.648068594136857,1,-0.7304541845980991,1
