person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,prediction,probability
-1.0337243041166562,-0.1080592393394013,3,2.639545020205914,4,3,2.3516909856076857,1.6271729954703955,2.648068594136857,1,-0.7304541845980991,1,1,0.985
-1.2233316251482071,-1.6611811748259395,2,0.0853066127848672,1,1,-1.444384512997151,0.0413262295402128,-0.6724458773054978,0,-0.999751869004188,0,0,0.135
-0.4649023410220027,-1.6611811748259395,0,-0.9901621903397838,3,2,-0.6723013607385403,0.6035219068064454,2.648068594136857,0,-0.7304541845980991,1,1,0.995
-0.844116983085105,0.096298910066722,3,-0.1835605879962955,3,2,2.3516909856076857,1.3704478018054689,2.648068594136857,0,-0.999751869004188,1,1,0.98
-0.6545096620535539,-0.2526819296883502,3,0.8919082151283555,3,2,2.3516909856076857,1.0584779462126457,2.648068594136857,1,-0.4611565001920101,1,1,0.995
-1.2233316251482071,-1.6517492602379646,2,-0.721294989558621,5,0,-1.1870234622442808,-1.2585481687632163,0.7924869777425997,0,-0.999751869004188,1,1,0.945
-0.2752950199904516,0.4609996074684193,3,0.8919082151283555,1,1,2.3516909856076857,0.4572860369973099,2.648068594136857,0,-0.7304541845980991,1,1,0.975
-0.6545096620535539,0.5193517190526908,3,0.0853066127848672,3,1,2.3516909856076857,0.0315771715529368,2.6480685941368565,0,-0.4611565001920101,1,1,0.99
-0.6545096620535539,0.6464939276985928,3,0.8919082151283555,4,0,2.3516909856076857,-0.6866034335097073,2.4527442134637765,0,-0.999751869004188,1,1,0.965
-1.2233316251482071,-1.6486052887086395,2,0.35417381356603,5,3,-1.341440092696003,1.2112131880132986,-0.0864727352862588,0,-0.7304541845980991,1,1,0.78
-1.0337243041166562,0.7093733582850924,3,0.35417381356603,5,1,2.3516909856076857,-0.2088995921331976,2.355082023127237,0,-0.4611565001920101,1,1,0.985
-1.2233316251482071,-1.6486052887086395,2,-0.721294989558621,2,0,-0.8438753945737871,-0.7743449553951887,2.648068594136857,0,-0.999751869004188,1,1,1.0
-0.844116983085105,1.02377051121759,3,-0.721294989558621,5,0,2.3516909856076857,-1.0115720330855644,1.9644332617810776,0,-0.999751869004188,1,1,0.97
-0.2752950199904516,1.4375171644767568,3,-0.1835605879962955,1,4,2.3516909856076857,2.3973485764651774,1.4761223100983785,0,-0.4611565001920101,1,1,0.885
-0.844116983085105,1.652564817082585,3,-0.721294989558621,1,0,2.3516909856076857,-1.0115720330855644,1.280797929425299,0,-0.4611565001920101,0,0,0.02
-0.844116983085105,2.445851713361863,0,0.6230410143471927,0,1,2.3516909856076857,-0.1179083842519572,-1.063094638651657,0,-0.7304541845980991,0,0,0.01
-0.844116983085105,1.809763393548834,3,-1.2590293911209467,1,0,2.3516909856076857,-1.0115720330855644,1.183135739088759,0,-0.4611565001920101,0,0,0.015
-0.844116983085105,0.9329411737353914,3,0.6230410143471927,3,5,2.3516909856076857,2.9335467657653416,1.4761223100983785,0,-0.4611565001920101,1,1,0.98
-0.844116983085105,1.5896853864960856,3,0.8919082151283555,0,3,2.3516909856076857,2.3518529725245574,1.378460119761839,0,-0.4611565001920101,1,1,0.99
-0.6545096620535539,-1.6234535164740398,0,0.8919082151283555,1,1,-1.315703987620716,-0.0074190603961658,-0.0864727352862588,0,-0.999751869004188,1,1,0.965
-0.4649023410220027,2.445851713361863,3,-0.721294989558621,5,0,2.3516909856076857,-1.144809158911666,0.4995004067329801,0,-0.4611565001920101,0,0,0.0
-0.4649023410220027,2.34423855353408,3,1.1607754159095185,4,4,2.3516909856076857,1.870899445152289,0.7924869777425997,1,-0.999751869004188,0,0,0.105
-1.0337243041166562,0.0805790524200971,3,-0.1835605879962955,1,3,2.3516909856076857,2.1341240108087325,2.648068594136857,0,-0.4611565001920101,1,1,0.96
-0.6545096620535539,-1.6177943677212547,2,-1.2590293911209467,4,0,-1.3585974960795275,-1.2098028788268376,-0.2817971159593384,0,-0.7304541845980991,0,0,0.045
-1.0337243041166562,0.5521747818188436,3,-0.4524277887774583,4,3,2.3516909856076857,1.1462194680981268,2.4527442134637765,1,-0.4611565001920101,1,1,0.965
-0.6545096620535539,0.166912510615361,3,0.8919082151283555,2,2,2.3516909856076857,0.5417778728870327,2.648068594136857,0,-0.7304541845980991,1,1,0.995
-1.2233316251482071,-1.6171655734153898,0,-0.4524277887774583,5,4,-0.8310073420361436,2.18611898674087,2.4527442134637765,1,-0.7304541845980991,1,1,0.94
-0.844116983085105,-1.6171655734153898,2,-1.2590293911209467,4,0,-1.3757548994630524,-0.5501166216878474,-0.3794593062958783,0,-0.7304541845980991,0,0,0.02
-0.6545096620535539,0.0805790524200971,3,0.35417381356603,2,1,2.3516909856076857,-0.332387659972023,2.648068594136857,0,-0.7304541845980991,1,1,0.99
-1.2233316251482071,-1.6049355241663157,1,0.0853066127848672,1,2,-0.9296624114914104,0.5937728488191699,1.7691088811079978,1,-0.999751869004188,1,1,0.965
-1.2233316251482071,-1.6008169214629,2,0.0853066127848672,3,1,-1.2728104791619042,0.0348268575486953,0.0111894550502811,0,-0.7304541845980991,1,1,0.935
-0.4649023410220027,1.809763393548834,3,-0.721294989558621,5,0,2.3516909856076857,-1.4275318405426618,0.9878113584156796,0,-0.999751869004188,0,0,0.005
-0.2752950199904516,1.02377051121759,3,0.6230410143471927,2,2,2.3516909856076857,1.02598108625506,1.5737845004349185,1,-0.7304541845980991,1,1,0.97
-0.4649023410220027,2.445851713361863,3,-0.721294989558621,0,2,2.3516909856076857,0.9219911343907856,-0.8677702579785774,0,-0.7304541845980991,0,0,0.055
-0.2752950199904516,2.445851713361863,0,1.429642616690681,3,2,-0.2776810829174725,0.8050024385434772,-1.3560812096612769,0,-0.4611565001920101,0,0,0.03
-1.2233316251482071,-1.58572585812214,2,0.0853066127848672,1,0,-1.1870234622442808,-1.138309786920149,0.4018382163964402,0,-0.4611565001920101,1,1,0.98
-1.0337243041166562,-0.4538961075651487,3,-0.9901621903397838,1,4,2.3516909856076857,2.3973485764651774,2.648068594136857,0,-0.999751869004188,1,1,0.99
-0.6545096620535539,0.0491393371268474,3,0.8919082151283555,0,3,2.3516909856076857,1.1462194680981268,2.648068594136857,1,-0.7304541845980991,1,1,0.99
-0.4649023410220027,0.3949762053525948,3,-0.1835605879962955,2,3,2.3516909856076857,1.909895677101392,2.2574198327906974,1,-0.4611565001920101,1,1,0.985
-0.844116983085105,0.2849372018262206,3,-0.4524277887774583,0,3,2.3516909856076857,-0.0074190603961658,2.4527442134637765,0,-0.4611565001920101,1,1,0.995
-0.2752950199904516,-0.0121681076949895,3,0.35417381356603,3,4,2.3516909856076857,2.267361136634834,2.355082023127237,0,-0.999751869004188,1,1,0.985
-0.6545096620535539,-1.58572585812214,2,-0.1835605879962955,5,1,-1.1870234622442808,0.5450275588827912,0.4018382163964402,0,-0.7304541845980991,1,1,0.895
-0.2752950199904516,2.445851713361863,0,1.429642616690681,5,0,1.8155221298725392,-1.0180714050770818,-0.9654324483151172,0,-0.4611565001920101,0,0,0.0
-0.844116983085105,2.445851713361863,2,-0.9901621903397838,1,5,2.3516909856076857,2.728816548032552,-0.8677702579785774,1,-0.999751869004188,0,0,0.17
-0.2752950199904516,2.445851713361863,2,1.1607754159095185,2,1,0.0997817915200705,-0.2056499061374385,-1.3560812096612769,0,-0.4611565001920101,0,0,0.03
-0.2752950199904516,2.445851713361863,0,-1.2590293911209467,1,3,2.3516909856076857,1.4029446617630543,-0.8677702579785774,0,-0.7304541845980991,0,0,0.035
-0.4649023410220027,2.445851713361863,0,1.1607754159095185,2,4,1.4723740622020454,1.7669094932880145,-1.063094638651657,0,-0.7304541845980991,0,0,0.125
-0.2752950199904516,0.5738681853711859,3,0.8919082151283555,4,0,2.3516909856076857,-1.144809158911666,1.9644332617810776,0,-0.7304541845980991,1,1,0.94
-1.0337243041166562,0.1214506823013218,3,-0.1835605879962955,3,1,2.3516909856076857,0.5450275588827912,2.0620954521176174,0,-0.7304541845980991,1,1,1.0
-0.2752950199904516,0.8360125314863024,3,-1.2590293911209467,0,0,2.3516909856076857,-1.4275318405426618,1.6714466907714585,0,-0.7304541845980991,1,1,0.965
-0.6545096620535539,0.4892953512323441,3,-0.1835605879962955,0,3,2.3516909856076857,-0.0074190603961658,2.0620954521176174,1,-0.4611565001920101,1,1,1.0
-0.844116983085105,0.4892953512323441,3,0.6230410143471927,0,5,2.3516909856076857,2.472091354367625,2.0620954521176174,1,-0.7304541845980991,1,1,0.995
-0.844116983085105,0.9295771241990136,3,0.35417381356603,4,2,2.3516909856076857,1.3704478018054689,1.5737845004349185,1,-0.7304541845980991,1,1,0.925
-0.844116983085105,1.0866499418040896,3,0.6230410143471927,5,1,2.3516909856076857,-0.1179083842519572,1.378460119761839,0,-0.999751869004188,1,1,0.965
-0.4649023410220027,1.809763393548834,3,1.1607754159095185,1,0,2.3516909856076857,-1.0115720330855644,0.7924869777425997,0,-0.4611565001920101,0,0,0.02
-0.2752950199904516,2.445851713361863,3,-0.1835605879962955,4,2,0.0997817915200705,1.6076748794958446,-1.2584190193247369,1,-0.7304541845980991,0,0,0.035
-0.2752950199904516,2.445851713361863,3,-1.2590293911209467,5,1,1.8155221298725392,0.1518155533960042,-0.9654324483151172,0,-0.7304541845980991,0,0,0.03
-0.844116983085105,2.445851713361863,2,-0.4524277887774583,4,0,2.3516909856076857,-0.0074190603961658,-0.3794593062958783,0,-0.4611565001920101,0,0,0.01
-0.4649023410220027,2.061281115894832,3,1.1607754159095185,4,0,2.3516909856076857,-1.2098028788268376,0.59716259706952,0,-0.4611565001920101,0,0,0.025
-0.6545096620535539,-1.58572585812214,2,-0.721294989558621,5,4,-1.315703987620716,-0.0074190603961658,-0.1841349256227987,1,-0.7304541845980991,0,0,0.195
-1.2233316251482071,2.1556002617745813,3,-1.2590293911209467,5,0,2.3516909856076857,-1.632262058275452,0.59716259706952,0,-0.4611565001920101,0,0,0.005
-1.0337243041166562,2.445851713361863,2,0.35417381356603,5,1,0.4429298591905643,0.1843124133535899,-1.2584190193247369,0,-0.999751869004188,0,0,0.0
-0.2752950199904516,2.445851713361863,0,-1.2590293911209467,1,1,0.0997817915200705,-0.0074190603961658,-1.2584190193247369,0,-0.4611565001920101,1,0,0.145
-0.4649023410220027,2.445851713361863,0,1.1607754159095185,3,3,2.3516909856076857,1.5231830436061211,-0.6724458773054978,0,-0.999751869004188,1,1,0.835
-1.0337243041166562,0.237777628886346,3,0.35417381356603,1,3,2.3516909856076857,1.61742393748312,2.4527442134637765,0,-0.7304541845980991,1,1,0.945
-1.0337243041166562,-1.58572585812214,0,0.6230410143471927,1,3,-1.3585974960795275,1.2437100479708842,-0.3794593062958783,1,-0.7304541845980991,0,1,0.625
-0.2752950199904516,2.445851713361863,2,1.429642616690681,2,1,2.3516909856076857,-0.0074190603961658,-0.574783686968958,0,-0.7304541845980991,0,0,0.05
-0.4649023410220027,2.445851713361863,0,1.1607754159095185,2,3,1.8155221298725392,1.1072232361490244,-0.8677702579785774,1,-0.999751869004188,0,0,0.11
-0.6545096620535539,2.445851713361863,0,1.1607754159095185,1,0,0.0311521779859718,-1.3072934586995946,-1.2584190193247369,0,-0.999751869004188,0,0,0.005
-0.4649023410220027,2.445851713361863,3,-0.721294989558621,3,2,2.3516909856076857,0.8050024385434772,-0.6724458773054978,0,-0.4611565001920101,0,0,0.005
-0.4649023410220027,-1.58572585812214,2,-1.2590293911209467,3,2,-1.1012364453266574,-0.0074190603961658,0.7924869777425997,0,-0.7304541845980991,1,1,0.99
-1.0337243041166562,-0.1725106556905633,3,0.35417381356603,3,0,2.3516909856076857,-0.0074190603961658,2.648068594136857,0,-0.999751869004188,1,1,0.995
